"","feature_mean_color","feature_mean_red","feature_mean_green","feature_mean_blue","feature_mean_gradient","feature_mean_gradient_channel1","feature_mean_gradient_channel2","feature_mean_gradient_channel3","feature_numberOfLittleObjects","feature_numberOfMediumObjects","feature_detectedStrongEdges","feature_detectedWeakEdges","feature_numberOfStringPixelsForEdges"
"1",0.439300869420123,0.920418445220024,0.500981088590203,0.0524468763955085,0.0479862517827852,0.0484531549963013,0.0489921842917307,0.0465635106377955,0.281799379524302,0.36663644605621,0.0119969691867318,0.0276478536534664,0.210881078478575
"2",0.225153483405997,0.313593355769546,0.23036521179235,0.210043311396289,0.261505020824612,0.267309713006926,0.257920189592453,0.259200708561214,0.176318510858325,0.348504079782412,0.0222259639669978,0.0493711672383328,0.114588348579682
"3",0.388389070058879,0.402519758225967,0.420337345242998,0.32760823159964,0.241548752842394,0.242540599854691,0.242626696332964,0.239424413715827,0.261633919338159,0.434088848594742,0.0465987539989897,0.107265357031494,0.282137698603755
"4",0.63846065938189,0.695415028639338,0.627653416398039,0.555952234150515,0.188005337000364,0.172647617675841,0.187969593360154,0.203451078356288,0.303516028955533,0.534904805077063,0.0253830611214009,0.0600769150815924,0.195955705344247
"5",0.364507938562593,0.446777764812975,0.392876897941411,0.359786687482316,0.303630796530751,0.305377265107462,0.304299878208147,0.301228147161193,0.343329886246122,0.392203082502267,0.00433574675871359,0.0101860513460139,0.025999037072701
"6",0.160600820593333,0.231771642939746,0.165388396576333,0.147400817381387,0.251393052577161,0.268267042201905,0.242383052130612,0.243287983903777,0.221302998965874,0.275067996373527,0.0170483246337767,0.0406402660846066,0.133846894559461
"7",0.252590187859901,0.364456551882876,0.264920317449262,0.29679270989346,0.190320241636742,0.189150645714484,0.18965780894654,0.1921476298275,0.177869700103413,0.256391659111514,0.0168378514901499,0.0380417835983785,0.163697640828117
"8",0.300522542160901,0.308418135130362,0.32039099376893,0.337462542007425,0.108586254060215,0.106593945888266,0.105904489456279,0.113321145510573,0.338676318510858,0.365911151405258,0.0466408486277151,0.103107785053529,0.28261916225325
"9",0.575971360857482,0.653249827572565,0.583190696766014,0.509750451650905,0.206793320093561,0.189878749537251,0.201654983691856,0.230358582884855,0.279731127197518,0.315140525838622,0.0198265701296515,0.0471884419499013,0.156475686085701
"10",0.439310748336445,0.557619234669942,0.396296912323989,0.492256785937624,0.209624579087201,0.21160073867703,0.206593488113699,0.210686804516477,0.425025853154085,0.365367180417044,0.0127546725037885,0.0293108824446523,0.0770341839191141
"11",0.378836486179084,0.334103629088009,0.392788157483628,0.495238559873127,0.146197812000545,0.146824239620274,0.143866141658365,0.147909760788654,0.262668045501551,0.470534904805077,0.00555649099174945,0.0125766552333437,0.0418873375060183
"12",0.57749471601053,0.614578729607409,0.596270319409637,0.544984310443701,0.209220237175499,0.208887249287866,0.206938451850074,0.211842167312138,0.338676318510858,0.324388032638259,0.0279929281023741,0.0635069119634134,0.179585941261435
"13",0.651079301146424,0.885300790968399,0.606421506946425,0.363861622223898,0.139250459154699,0.128070729930882,0.134636640051245,0.155547537629136,0.256980351602896,0.356482320942883,0.0086293988887018,0.020476041991477,0.0587385652383245
"14",0.471536117990888,0.510180910944327,0.486997647793409,0.408885839970916,0.179879790875978,0.178282246170527,0.171997323382353,0.189445529734783,0.249224405377456,0.436990027198549,0.0310658359993265,0.0679763018397256,0.180067404910929
"15",0.546677321674155,0.712617012893496,0.599331329448462,0.416979639692921,0.0951091457457713,0.0809711627670992,0.0874179758890685,0.117121941659993,0.364529472595657,0.343789664551224,0.030897457484425,0.0733811454110799,0.237843042850265
"16",0.488206362619441,0.597307814339409,0.563553290666155,0.417715131293033,0.193507159609167,0.198999395630137,0.181510529795395,0.200165183241784,0.252326783867632,0.36482320942883,0.0226890048829769,0.052905103419603,0.138661531054405
"17",0.268477109910887,0.62433336716614,0.085732049113119,0.184244736326461,0.177661606859913,0.194468731136973,0.170256113593833,0.168269666611541,0.331954498448811,0.410879419764279,0.0351911096144132,0.076811142292901,0.270582571015888
"18",0.513843020212493,0.571323619321783,0.545028793161432,0.435405639779919,0.196427384543356,0.187764988463018,0.18822415800606,0.213276007817788,0.18717683557394,0.303898458748867,0.0213840713924903,0.0508263174306205,0.198844487241213
"19",0.311766718154091,0.507897296385777,0.32057193273746,0.25992165398213,0.190228941670881,0.196220364840515,0.187669460664468,0.186908057871996,0.186142709410548,0.287216681776972,0.00425155750126284,0.00987423344766656,0.0389985556090515
"20",0.296380781877827,0.270298685075976,0.301816719783497,0.400259776590935,0.22646024841583,0.230924788286959,0.226492972607182,0.221981197464363,0.1282316442606,0.354850407978241,0.0321602963461862,0.076811142292901,0.214732787674531
"21",0.249039275387724,0.476748769831153,0.265857011458088,0.173306344024101,0.0974761827147055,0.106318742712265,0.0940471518680318,0.0920498531766435,0.203722854188211,0.54868540344515,0.0344755009260818,0.0796175033780272,0.236398651901781
"22",0.592794203563899,0.63056792761804,0.590508472595052,0.585044558499517,0.109629580807485,0.111141189904723,0.107153163408064,0.110607650834774,0.217166494312306,0.28921124206709,0.0194477184711231,0.0445899594636732,0.171401059220029
"23",0.497423227445901,0.508615477629988,0.500010495921324,0.530601718328666,0.376105720095062,0.373583139644899,0.376976218407481,0.377812339655034,0.177352637021717,0.339800543970988,0.00774541168546893,0.0165263486124104,0.0380356283100626
"24",0.498188022952825,0.559646106176938,0.523447620360334,0.477252138732153,0.192932080736653,0.195528239800798,0.191263121321951,0.191991367385628,0.388314374353671,0.45403445149592,0.0258881966661054,0.0560232824030766,0.145883485796822
"25",0.348198225149299,0.40374013687102,0.354617827919005,0.375983066533057,0.293461477458661,0.299093796709233,0.282618781712882,0.298682192069464,0.18459152016546,0.385312783318223,0.0323707694898131,0.0781623531857395,0.217140105922003
"26",0.360291741793747,0.39948959081751,0.383748807032608,0.349995530382029,0.108930498267647,0.11194562693634,0.106312024457404,0.108512182973406,0.129265770423992,0.25131459655485,0.0087977774036033,0.0206839205903752,0.0630717380837747
"27",0.345051117484307,0.43713331697637,0.34910155156992,0.310610414130059,0.156472032896559,0.165534273400544,0.15165912644919,0.152164196764501,0.235780765253361,0.313871260199456,0.0155750126283886,0.0375220871011329,0.111699566682715
"28",0.302156058718047,0.363924784076097,0.316673976471115,0.297554340777243,0.191864310212014,0.195648180026296,0.187511739452041,0.192456414645269,0.261116856256463,0.335086128739801,0.0243727900319919,0.0549838894085854,0.141068849301878
"29",0.509015249600667,0.492734870941162,0.518373585151023,0.616656430443366,0.240962147223835,0.245416606609626,0.235766174702754,0.241750076150599,0.201137538779731,0.273617407071623,0.034938541842061,0.0779544745868413,0.217621569571497
"30",0.410517366724639,0.48042758806986,0.415701459955868,0.409569152771941,0.180153390699214,0.188857583838361,0.175988358951502,0.175736417094704,0.175801447776629,0.390933816863101,0.0309395521131504,0.0710944808231992,0.262397688974482
"31",0.320975820974869,0.253295601761757,0.34473666074333,0.434731106585623,0.0593738492054763,0.0616059528626642,0.0597091772917832,0.0569421131091463,0.327300930713547,0.259111514052584,0.0180585957231857,0.0417835983785469,0.150216658642273
"32",0.429884342176911,0.421093869255649,0.449404423434202,0.542131536866167,0.279130045638686,0.277996115223354,0.2742849402869,0.285174442079814,0.24612202688728,0.305349048050771,0.0262249536959084,0.0625714582683713,0.136735676456428
